epoch,train_error,train_accuracy,average_weight_update,valid_error,valid_accuracy,test_accuracy
1,558.2015917004377,0.05641025641025641,-10.32052032855249,1.5444563202790746,29.723076923076924,
2,344.3443279392219,0.1076923076923077,-6.969390378759474,1.0703761956904305,40.276923076923076,
3,211.13183562669474,0.13846153846153847,-4.705004359084917,0.7909608473223998,45.738461538461536,
4,135.70102601787212,0.11794871794871795,-3.179646153358097,0.651668218456668,46.41538461538462,
5,97.63121716989443,0.11282051282051282,-2.1475315732195286,0.5800931791454058,49.10769230769231,
6,78.45879996348795,0.09743589743589744,-1.452293412229082,0.542987391367278,49.707692307692305,
7,68.66355428450781,0.1076923076923077,-0.9818194807713273,0.5166934496401616,52.07692307692308,
8,63.552585645099974,0.12307692307692308,-0.6636716559920568,0.5030104305717036,52.23076923076923,
9,59.500692747223226,0.16923076923076924,-0.4472369531434196,0.49139151012751475,52.98461538461538,
10,56.362062712633396,0.13333333333333333,-0.30164817995747695,0.48560675038038303,52.98461538461538,
11,54.4126858962852,0.14358974358974358,-0.20330614239094197,0.4750842382065676,55.69230769230769,
12,52.758239354769564,0.14871794871794872,-0.13664529529227407,0.4646299930207289,56.323076923076925,
13,51.36062761172994,0.16923076923076924,-0.09277110267927206,0.4614674297991499,54.58461538461538,
14,50.02670208230589,0.14871794871794872,-0.06190264725569648,0.45334774720174154,55.89230769230769,
15,49.046109531768245,0.13333333333333333,-0.041292441450167215,0.44885179720137897,57.36923076923077,
16,48.576771936267434,0.15897435897435896,-0.028487790622747762,0.4465809457736257,58.184615384615384,
17,47.62471164807044,0.18974358974358974,-0.01834012531322224,0.44219529986569817,58.87692307692308,
18,47.592510883046984,0.15384615384615385,-0.011927225098664096,0.4344916637799809,60.01538461538462,
19,47.74835113323273,0.15897435897435896,-0.006924691472848489,0.42870539796842444,59.323076923076925,
20,47.59932393170634,0.15384615384615385,-0.00463003089089018,0.4282771315161932,61.276923076923076,
21,47.206235401306515,0.15897435897435896,-0.0038105811564156196,0.4247206425897427,60.784615384615385,
22,47.00336200985925,0.2,-0.003100489970690583,0.4219939457076262,61.58461538461538,
23,46.67018597245639,0.14871794871794872,-0.0025120054824672887,0.42093983035454663,61.69230769230769,
24,46.39748139430434,0.13846153846153847,-0.001456757165037441,0.4213584033446298,61.10769230769231,
25,46.340762194504556,0.14358974358974358,-0.001267293792125313,0.4209398293995458,61.47692307692308,
26,46.0344554164247,0.1641025641025641,-0.0009358920223838671,0.4185931515623922,60.49230769230769,
27,45.85321803971043,0.15384615384615385,-0.0011945473418039935,0.41663490205307496,61.0,
28,45.71735818718183,0.1794871794871795,-0.00038496682489506083,0.415155236561265,60.95384615384615,
29,45.5789997782249,0.15897435897435896,-0.0004973318455220196,0.41606887275746807,60.738461538461536,
30,45.51422820147776,0.15384615384615385,-0.001867247131209498,0.4147127889404205,61.12307692307692,
31,45.30349016116049,0.1641025641025641,-0.0006380667366649487,0.41363137363257485,61.784615384615385,
32,45.22772659727235,0.17435897435897435,2.6970613218768347e-06,0.4112785830426606,61.41538461538462,
33,45.16140367444494,0.2,-0.0008701452973686439,0.41164894189431506,62.47692307692308,
34,44.9741122508041,0.18974358974358974,-0.00027770378008787474,0.411465121387601,61.84615384615385,
35,44.95968379750459,0.1794871794871795,-0.00043857842168876124,0.40951019548283824,61.738461538461536,
36,44.84028271641191,0.14358974358974358,-0.00044457631212081045,0.41193710260537697,61.16923076923077,
37,44.79666845624206,0.1641025641025641,-0.0008750737500502972,0.4115469058738886,61.292307692307695,
38,44.78215451842152,0.15897435897435896,-0.0003300215052762168,0.40897153455110963,61.784615384615385,
39,44.52084874265537,0.15897435897435896,-0.0012139456041853273,0.40668330868777647,61.96923076923077,
40,44.62047353219178,0.17435897435897435,-0.0004084865016440056,0.40888245398819123,60.33846153846154,
41,44.53972583593259,0.13333333333333333,-0.0006308114321178468,0.40879519357066835,61.753846153846155,
42,44.49375724744151,0.15384615384615385,0.00026703814361736777,0.4084199838194392,60.96923076923077,
43,44.436609993657356,0.15897435897435896,-0.00028502968947413795,0.4048465277744526,62.50769230769231,
44,44.404229876298004,0.15384615384615385,-0.0005212861578840179,0.4079973577578757,61.89230769230769,
45,44.34422868630837,0.1282051282051282,-0.00024150332201432765,0.4053357608285378,62.184615384615384,
46,44.30123886821127,0.15384615384615385,-0.0005774938923462473,0.4046017196914256,62.49230769230769,
47,44.327705438502086,0.15384615384615385,-0.0006937057628590981,0.40671425371915715,61.38461538461539,
48,44.19047288036718,0.15897435897435896,0.00021539995747700967,0.40435033478829735,61.76923076923077,
49,44.1790576303915,0.1794871794871795,-0.00014895396668948644,0.40524956554132696,62.276923076923076,
50,44.21763357895396,0.18974358974358974,-0.0002421813997784246,0.40158847878152804,62.69230769230769,
51,44.07064911196996,0.1641025641025641,0.00012082287033398713,0.40301681416023116,62.95384615384615,
52,44.14049138882274,0.13846153846153847,1.6057493552676714e-05,0.4052045535354544,63.01538461538462,
53,44.12232477225298,0.1641025641025641,-0.0006995170264277417,0.4031495056942817,62.92307692307692,
54,44.034502336360326,0.14358974358974358,-0.0008378451955594997,0.40335176252524063,62.50769230769231,
55,44.064059456684554,0.15897435897435896,0.00011181233984803094,0.40606831453654635,62.15384615384615,
56,44.00556267975271,0.13333333333333333,-0.000602428600562537,0.401623992243339,62.47692307692308,
57,43.96958505631507,0.1794871794871795,-0.00023177697133998826,0.40197665958145185,62.43076923076923,
58,43.8853173801608,0.1794871794871795,-0.00029449228260157207,0.40333785456199334,61.89230769230769,
59,43.91960547118082,0.1641025641025641,7.122748546767484e-05,0.40844948951267895,61.92307692307692,
60,43.821014526891766,0.15384615384615385,0.0005795392813993231,0.4014234284190191,61.89230769230769,
61,43.82693249307344,0.16923076923076924,0.0002406018320089935,0.399300314663343,62.53846153846154,
62,43.78590803813361,0.17435897435897435,0.00032685398907189843,0.4007033366192113,62.15384615384615,
63,43.702047228253015,0.1794871794871795,-0.00037328575630364547,0.4017232368317428,61.87692307692308,
64,43.67042519071404,0.1794871794871795,-8.771274546607715e-05,0.3999353816519847,63.61538461538461,
65,43.633364339968125,0.15897435897435896,-0.00012692647161514906,0.400882175187012,62.215384615384615,
66,43.581983498992,0.16923076923076924,-0.0005297886737411675,0.40142231962411234,61.353846153846156,
67,43.49051805615965,0.15897435897435896,0.00014083416197789253,0.399550367157836,62.98461538461538,
68,43.42531747865513,0.16923076923076924,-0.00020519867702183987,0.3998492019425834,62.98461538461538,
69,43.4057076679877,0.17435897435897435,-0.0006637421706515472,0.39919886277284605,62.55384615384615,
70,43.327902299715035,0.18461538461538463,-0.0005568539367607435,0.3974759528504754,63.16923076923077,
71,43.277503883480165,0.1641025641025641,0.0006127334671895803,0.3985471480786007,62.8,
72,43.242069397684354,0.14358974358974358,-0.0007810149043146706,0.39726870804880393,63.261538461538464,
73,43.225814547099084,0.18461538461538463,0.0004493503505895914,0.39904801669633494,62.06153846153846,
74,43.16345744936065,0.17435897435897435,-5.774666218252908e-05,0.395586428724458,63.43076923076923,
75,43.08447563032049,0.15384615384615385,-0.0002739048684619307,0.4024524227458206,62.04615384615385,
