epoch,train_error,train_accuracy,average_weight_update,valid_error,valid_accuracy,test_accuracy
1,0.5128617456478705,-1.0,-98.13976047662985,0.5000006789481486,3.9692307692307693,
2,0.5004616174302279,-1.0,-66.4344947135153,0.5,3.9692307692307693,
3,0.500000107370357,-1.0,-44.971169730119485,0.5,3.9692307692307693,
4,0.5000000608930013,-1.0,-30.442106006154198,0.5,3.9692307692307693,
5,0.5000000405099823,-1.0,-20.607021139472494,0.5,3.9692307692307693,
6,0.5000000269503795,-1.0,-13.94940762170004,0.5,3.9692307692307693,
7,0.5000000179297167,-1.0,-9.442703376909943,0.5,3.9692307692307693,
8,0.5000000119285045,-1.0,-6.392002803495199,0.5,3.9692307692307693,
9,0.5000000079359961,-1.0,-4.326907690024546,0.5,3.9692307692307693,
10,0.5000000052798178,-1.0,-2.9289933618088146,0.5,3.9692307692307693,
11,0.5000000035126746,-1.0,-1.9827100481411082,0.5,3.9692307692307693,
12,0.500000002336996,-1.0,-1.3421467327108079,0.5,3.9692307692307693,
13,0.5000000015548153,-1.0,-0.9085334863987334,0.5,3.9692307692307693,
14,0.5000000010344278,-1.0,-0.6150097303624774,0.5,3.9692307692307693,
15,0.5000000006882115,-1.0,-0.4163159696161135,0.5,3.9692307692307693,
16,0.5000000004578717,-1.0,-0.2818152890283997,0.5,3.9692307692307693,
17,0.5000000003046252,-1.0,-0.19076823110142108,0.5,3.9692307692307693,
18,0.5000000002026692,-1.0,-0.12913611915709072,0.5,3.9692307692307693,
19,0.500000000134837,-1.0,-0.08741570397980647,0.5,3.9692307692307693,
20,0.5000000000897078,-1.0,-0.05917415386573557,0.5,3.9692307692307693,
21,0.5000000000596829,-1.0,-0.04005664666726493,0.5,3.9692307692307693,
22,0.500000000039707,-1.0,-0.02711552593398714,0.5,3.9692307692307693,
23,0.500000000026417,-1.0,-0.018355309256868704,0.5,3.9692307692307693,
24,0.5000000000175749,-1.0,-0.012425284407595053,0.5,3.9692307692307693,
25,0.5000000000116923,-1.0,-0.008411067154493843,0.5,3.9692307692307693,
26,0.5000000000077786,-1.0,-0.005693721893145123,0.5,3.9692307692307693,
27,0.5000000000051746,-1.0,-0.003854285803940828,0.5,3.9692307692307693,
28,0.5000000000034422,-1.0,-0.0026091126219495763,0.5,3.9692307692307693,
29,0.5000000000022896,-1.0,-0.001766207939995754,0.5,3.9692307692307693,
30,0.5000000000015229,-1.0,-0.001195627579069915,0.5,3.9692307692307693,
31,0.5000000000010126,-1.0,-0.0008093729382148639,0.5,3.9692307692307693,
32,0.5000000000006732,-1.0,-0.000547902879236182,0.5,3.9692307692307693,
33,0.5000000000004474,-1.0,-0.00037090877025951403,0.5,3.9692307692307693,
34,0.5000000000002972,-1.0,-0.0002510929117608041,0.5,3.9692307692307693,
35,0.5000000000001972,-1.0,-0.00016998354079555096,0.5,3.9692307692307693,
36,0.5000000000001308,-1.0,-0.00011507440212373655,0.5,3.9692307692307693,
37,0.5000000000000865,-1.0,-7.790512415377559e-05,0.5,3.9692307692307693,
38,0.5000000000000571,-1.0,-5.27419622255923e-05,0.5,3.9692307692307693,
39,0.5000000000000375,-1.0,-3.570748537689634e-05,0.5,3.9692307692307693,
40,0.5000000000000244,-1.0,-2.4176417501533894e-05,0.5,3.9692307692307693,
41,0.5000000000000158,-1.0,-1.636967729138031e-05,0.5,3.9692307692307693,
42,0.50000000000001,-1.0,-1.1084085760842032e-05,0.5,3.9692307692307693,
43,0.5000000000000062,-1.0,-7.505099683965932e-06,0.5,3.9692307692307693,
44,0.5000000000000036,-1.0,-5.082412184709295e-06,0.5,3.9692307692307693,
45,0.5000000000000019,-1.0,-3.4417746419468596e-06,0.5,3.9692307692307693,
46,0.5000000000000008,-1.0,-2.3312526140148386e-06,0.5,3.9692307692307693,
47,0.5,-1.0,-1.5791844636326567e-06,0.5,3.9692307692307693,
48,0.4999999999999995,-1.0,-1.070015707919003e-06,0.5,3.9692307692307693,
49,0.49999999999999917,-1.0,-7.250118613403344e-07,0.5,3.9692307692307693,
50,0.49999999999999895,-1.0,-4.91344964700021e-07,0.5,3.9692307692307693,
51,0.49999999999999883,-1.0,-3.330237378962976e-07,0.5,3.9692307692307693,
52,0.4999999999999987,-1.0,-2.2576559341269864e-07,0.5,3.9692307692307693,
53,0.4999999999999986,-1.0,-1.5316607908692343e-07,0.5,3.9692307692307693,
54,0.4999999999999986,-1.0,-1.039036220595839e-07,0.5,3.9692307692307693,
55,0.49999999999999856,-1.0,-7.05296727766898e-08,0.5,3.9692307692307693,
56,0.49999999999999856,-1.0,-4.7919012756045744e-08,0.5,3.9692307692307693,
57,0.49999999999999856,-1.0,-3.259315900278642e-08,0.5,3.9692307692307693,
58,0.4999999999999985,-1.0,-2.2190791984090216e-08,0.5,3.9692307692307693,
59,0.49999999999999856,-1.0,-1.51094367275926e-08,0.5,3.9692307692307693,
60,0.4999999999999985,-1.0,-1.0295637602084845e-08,0.5,3.9692307692307693,
61,0.4999999999999985,-1.0,-7.03212384222168e-09,0.5,3.9692307692307693,
62,0.4999999999999985,-1.0,-4.8012086257415875e-09,0.5,3.9692307692307693,
63,0.4999999999999985,-1.0,-3.290815810067814e-09,0.5,3.9692307692307693,
64,0.4999999999999985,-1.0,-2.264822334854674e-09,0.5,3.9692307692307693,
65,0.4999999999999985,-1.0,-1.5551368192566491e-09,0.5,3.9692307692307693,
66,0.4999999999999985,-1.0,-1.0742827975060068e-09,0.5,3.9692307692307693,
67,0.4999999999999985,-1.0,-7.441140210925674e-10,0.5,3.9692307692307693,
68,0.4999999999999985,-1.0,-5.155648702888145e-10,0.5,3.9692307692307693,
69,0.4999999999999985,-1.0,-3.627650230473784e-10,0.5,3.9692307692307693,
70,0.4999999999999985,-1.0,-2.569290193569855e-10,0.5,3.9692307692307693,
71,0.4999999999999985,-1.0,-1.8199574001600862e-10,0.5,3.9692307692307693,
72,0.4999999999999985,-1.0,-1.3016969706474658e-10,0.5,3.9692307692307693,
73,0.4999999999999985,-1.0,-9.318403471307045e-11,0.5,3.9692307692307693,
74,0.4999999999999985,-1.0,-6.774990154601997e-11,0.5,3.9692307692307693,
75,0.4999999999999985,-1.0,-4.9981076120600587e-11,0.5,3.9692307692307693,
76,0.4999999999999985,-1.0,-3.684337631121661e-11,0.5,3.9692307692307693,
77,0.4999999999999985,-1.0,-2.7275507813560004e-11,0.5,3.9692307692307693,
78,0.4999999999999985,-1.0,-2.045203786040247e-11,0.5,3.9692307692307693,
79,0.4999999999999985,-1.0,-1.525167954182751e-11,0.5,3.9692307692307693,
80,0.4999999999999985,-1.0,-1.1568925075201817e-11,0.5,3.9692307692307693,
81,0.4999999999999985,-1.0,-8.846538305793318e-12,0.5,3.9692307692307693,
82,0.4999999999999985,-1.0,-6.919379795767576e-12,0.5,3.9692307692307693,
83,0.4999999999999985,-1.0,-5.245781419337888e-12,0.5,3.9692307692307693,
84,0.4999999999999985,-1.0,-4.206054047892172e-12,0.5,3.9692307692307693,
85,0.4999999999999985,-1.0,-3.2789381740505953e-12,0.5,3.9692307692307693,
86,0.4999999999999985,-1.0,-2.5401521165476995e-12,0.5,3.9692307692307693,
87,0.4999999999999985,-1.0,-2.0453365050373513e-12,0.5,3.9692307692307693,
88,0.4999999999999985,-1.0,-1.6650733076065423e-12,0.5,3.9692307692307693,
89,0.4999999999999985,-1.0,-1.3514182149744277e-12,0.5,3.9692307692307693,
90,0.4999999999999985,-1.0,-1.0554271364357443e-12,0.5,3.9692307692307693,
91,0.4999999999999985,-1.0,-8.372173970059611e-13,0.5,3.9692307692307693,
92,0.4999999999999985,-1.0,-6.801018380609586e-13,0.5,3.9692307692307693,
93,0.4999999999999985,-1.0,-5.407624441728511e-13,0.5,3.9692307692307693,
94,0.4999999999999985,-1.0,-4.4495415090517097e-13,0.5,3.9692307692307693,
95,0.4999999999999985,-1.0,-3.6685608428508013e-13,0.5,3.9692307692307693,
96,0.4999999999999985,-1.0,-2.9688533530743333e-13,0.5,3.9692307692307693,
97,0.4999999999999985,-1.0,-2.332271068020864e-13,0.5,3.9692307692307693,
98,0.4999999999999985,-1.0,-1.896023883968002e-13,0.5,3.9692307692307693,
99,0.4999999999999985,-1.0,-1.5383822554158226e-13,0.5,3.9692307692307693,
100,0.4999999999999985,-1.0,-1.2313911286019274e-13,0.5,3.9692307692307693,
101,0.4999999999999985,-1.0,-1.0280723698990854e-13,0.5,3.9692307692307693,
102,0.4999999999999985,-1.0,-8.356542132037757e-14,0.5,3.9692307692307693,
103,0.4999999999999985,-1.0,-6.691045178310364e-14,0.5,3.9692307692307693,
104,0.4999999999999985,-1.0,-5.5243957550151975e-14,0.5,3.9692307692307693,
105,0.4999999999999985,-1.0,-4.632166440685904e-14,0.5,3.9692307692307693,
