epoch,train_error,train_accuracy,average_weight_update,valid_error,valid_accuracy,test_accuracy
1,0.5825604897633787,-1.0,-289.68990708764795,0.476702809070625,13.0,
2,0.47673068549446534,-1.0,-196.094822596333,0.469009960221604,16.384615384615383,
3,0.46778964092148756,-1.0,-132.7362464621588,0.4621375087443689,17.476923076923075,
4,0.455814493454263,-1.0,-89.84845554877542,0.44303251887281125,23.692307692307693,
5,0.437734870075612,-1.0,-60.814735251384704,0.43082704667589317,27.53846153846154,
6,0.41771154656552695,-1.0,-41.160075558874226,0.4275866062423871,29.861538461538462,
7,0.39964149017231976,-1.0,-27.85505790014794,0.4005904921722331,37.215384615384615,
8,0.38671131895318084,-1.0,-18.851659383080555,0.3831572711098982,39.784615384615385,
9,0.3748485700117671,-1.0,-12.75883548673726,0.3916003120179215,41.98461538461538,
10,0.36501810145327923,-1.0,-8.632856600729774,0.3548752596932907,46.86153846153846,
11,0.3596649401069005,-1.0,-5.840238366232461,0.35538687764499516,46.89230769230769,
12,0.3483691719696655,-1.0,-3.950375497060967,0.3539364036683119,48.58461538461538,
13,0.3364228282013227,-1.0,-2.671338354793935,0.33186371528835734,51.6,
14,0.3257552043245332,-1.0,-1.8126074778272305,0.32392065655886926,52.738461538461536,
15,0.314628256206848,-1.0,-1.2263736076865794,0.3185673693337927,54.707692307692305,
16,0.30973503670586233,-1.0,-0.8359735584007018,0.3114623667252225,55.784615384615385,
17,0.305106893481741,-1.0,-0.5589755531110832,0.3036106288129919,57.23076923076923,
18,0.2969943954371617,-1.0,-0.38035178320432994,0.30061593561465544,57.92307692307692,
19,0.2894360577323528,-1.0,-0.25517181059504856,0.2978157074950324,59.04615384615385,
20,0.282433629123364,-1.0,-0.17353538594620782,0.2845209482663558,60.47692307692308,
21,0.2771946225688029,-1.0,-0.115668946447649,0.2855114889594157,59.95384615384615,
22,0.2726751183630088,-1.0,-0.07763541357584187,0.2811162371207129,61.52307692307692,
23,0.26892187220131836,-1.0,-0.05395325039990706,0.2940163475883008,60.738461538461536,
24,0.26593475855569465,-1.0,-0.03938078618900849,0.2811147337564075,61.84615384615385,
25,0.26212113402830417,-1.0,-0.023692190391716127,0.2728550028450873,63.4,
26,0.25904145938941414,-1.0,-0.021257899824490008,0.2837726882460367,61.86153846153846,
27,0.2578610289770983,-1.0,-0.016053580868373822,0.2728052114036941,63.49230769230769,
