x,y,std
10,81.6430769230769,0.951853999047624
50,84.65692307692306,0.5105768868607832
100,84.9676923076923,0.5651181999207392
150,85.4,0.9327188735312582
250,85.6523076923077,0.6330241122004895
400,85.79384615384615,0.3054688897474682
800,85.84,0.5594672021627874
